chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
100,75,47431,0,0,-1,1,4,3,4.5,3.0,11,Willian,3.5,113,False,,2020-03-03T22:30:25.783399Z,69,47431.jpg,4.0,Borges Da Silva,3.3,False,,a,6,8,111,921099,2449,806237,3115,0.5,16.1,Willian,1923,5,6,8,21,0,0,0,3,0,0,14,483,498.0,746.9,627.0,187.3
100,100,49579,0,0,-2,2,1,3,5.2,4.7,11,Pedro,4.2,114,False,,2020-02-22T21:30:18.487158Z,68,49579.jpg,3.2,Rodríguez Ledesma,1.2,False,,a,6,8,29,128743,1482,269175,77,0.6,4.3,Pedro,653,1,2,2,12,0,0,0,1,0,0,0,122,99.8,201.2,261.0,56.3
100,100,126187,0,0,-2,2,0,3,1.0,0.5,0,Ruben,0.0,115,False,,2019-06-25T11:30:07.068350Z,63,126187.jpg,0.0,Loftus-Cheek,0.1,False,,a,6,8,0,3594,67,6186,87,0.0,0.0,Loftus-Cheek,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,209046,0,0,-7,7,0,3,0.0,0.0,0,Callum,0.0,116,False,Hamstring injury - Unknown return date,2020-02-17T22:00:17.141533Z,53,209046.jpg,2.6,Hudson-Odoi,0.5,False,,i,6,8,45,332298,4,321130,540,0.0,8.5,Hudson-Odoi,768,1,4,2,12,0,0,0,1,0,0,3,172,204.8,310.5,323.0,83.6
100,100,88894,0,0,-4,4,1,3,5.8,5.3,9,Ross,4.8,117,False,,2019-10-19T16:00:15.801912Z,56,88894.jpg,2.6,Barkley,1.4,False,,a,6,8,34,92096,3467,461554,163,0.9,6.1,Barkley,670,0,4,4,7,0,0,0,0,0,0,0,124,109.4,189.8,233.0,53.0
0,0,85955,0,0,-1,1,1,3,0.0,0.0,0,Jorge Luiz,1.2,118,False,Suspended until 05 Apr,2020-02-29T17:00:18.261637Z,49,85955.jpg,3.1,Frello Filho,3.6,False,,s,6,8,81,644755,50,687064,5281,0.2,16.5,Jorginho,2009,4,3,4,32,0,0,0,10,0,0,9,470,541.0,390.3,156.0,109.1
0,0,116594,0,0,0,0,0,3,0.0,0.0,0,N'Golo,0.2,119,False,Thigh injury - Expected back 14 Mar,2020-02-17T22:00:17.154468Z,50,116594.jpg,2.7,Kanté,3.6,False,,i,6,8,49,410386,30,687613,944,0.0,9.8,Kanté,1383,3,0,2,20,0,0,0,3,0,0,2,242,368.0,369.3,201.0,94.0
0,0,199598,0,0,-1,1,0,3,0.0,0.0,0,Ethan,0.0,121,False,Joined RB Leipzig on loan until the end of the season on 22/7. - Expected back 01 Jul,2019-07-22T13:30:07.199042Z,44,199598.jpg,0.0,Ampadu,0.0,False,,n,6,8,0,1677,1,2566,2,0.0,0.0,Ampadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
25,25,176413,0,0,-6,6,1,3,0.2,0.1,0,Christian,0.0,431,False,Lack of match fitness - 25% chance of playing,2020-01-05T22:00:20.602971Z,69,176413.jpg,4.4,Pulisic,3.4,False,,d,6,8,70,1405969,41,1809701,401,0.0,10.1,Pulisic,1069,5,3,3,19,0,0,0,0,0,0,5,217,335.6,271.9,719.0,132.7
50,0,91651,0,0,-2,2,0,3,1.5,0.0,0,Mateo,2.0,432,False,Achilles injury - 50% chance of playing,2020-03-03T22:30:27.442634Z,53,91651.jpg,2.3,Kovacic,0.9,False,,d,6,8,58,125963,15,155113,726,0.4,10.9,Kovacic,1678,1,3,2,29,0,0,0,7,0,0,6,388,424.6,391.8,168.0,98.2
100,100,103192,0,0,-3,3,0,2,2.2,1.7,5,Kurt,1.2,459,False,,2019-09-28T16:00:17.677906Z,47,103192.jpg,1.9,Zouma,1.5,False,,a,6,8,42,151608,183,272703,169,0.3,8.9,Zouma,1803,0,0,4,27,1,0,0,5,0,0,1,307,385.6,30.6,133.0,54.5
0,0,173879,0,0,5,-5,4,4,0.0,0.0,0,Tammy,0.2,460,False,Ankle injury - Expected back 05 Apr,2020-02-28T14:00:22.022949Z,75,173879.jpg,5.2,Abraham,15.3,False,,i,6,8,131,5407270,102,4779513,18847,0.0,17.5,Abraham,1930,13,5,7,27,1,0,0,2,0,0,20,396,581.2,265.7,1077.0,191.5
,,94245,0,0,-4,4,0,4,1.8,1.3,0,Michy,0.8,461,False,,,66,94245.jpg,1.8,Batshuayi,0.5,False,,a,6,8,28,95990,96,132380,111,0.1,4.2,Batshuayi,224,1,2,0,8,0,0,0,0,0,0,1,59,61.8,42.9,185.0,28.3
0,0,167767,0,0,-3,3,0,3,0.0,0.0,0,Robert Kenedy,0.0,462,False,Joined Getafe on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-09-02T23:30:15.527764Z,52,167767.jpg,0.0,Nunes do Nascimento,0.0,False,,n,6,8,0,911,0,4603,1,0.0,0.0,Kenedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,100,184341,0,0,1,-1,1,3,4.0,3.5,6,Mason,3.0,463,False,,2019-11-05T22:00:17.579402Z,61,184341.jpg,3.8,Mount,15.6,False,,a,6,8,111,3988099,8229,3146541,3150,0.5,18.2,Mount,2296,6,5,7,33,0,0,0,3,0,0,8,424,495.6,655.3,821.0,197.3
100,100,225796,0,0,0,0,1,2,2.2,1.7,1,Reece,1.2,506,False,,2020-01-18T19:30:18.538805Z,50,225796.jpg,2.6,James,0.9,False,,a,6,8,45,126999,506,71274,642,0.2,9.0,James,1065,0,2,3,14,0,0,0,1,0,0,5,257,231.6,280.5,125.0,63.8
100,100,194794,0,0,-2,2,2,2,1.2,0.7,0,Fikayo,0.2,529,False,,2020-01-03T16:00:15.512513Z,43,194794.jpg,3.2,Tomori,1.8,False,,a,6,8,48,815245,123,734487,458,0.0,11.2,Tomori,1291,1,0,4,18,0,0,0,3,0,0,7,271,335.4,68.6,79.0,48.5
100,100,243568,0,0,0,0,0,3,1.8,1.3,3,Billy,0.8,533,False,,2020-01-03T16:00:15.525594Z,45,243568.jpg,1.7,Gilmour,0.1,False,,a,6,8,5,9874,2175,2816,40,0.2,1.1,Gilmour,99,0,0,1,1,0,0,0,0,0,0,0,18,2.8,12.6,0.0,1.5
0,0,209036,0,0,0,0,0,2,0.0,0.0,0,Addji Keaninkin Marc-Israel,0.0,545,False,Joined Swansea City on loan until the end of the season on 10/1. - Expected back 01 Jul,2020-01-10T11:00:15.069169Z,40,209036.jpg,0.0,Guehi,0.1,False,,n,6,8,0,6719,3,6783,12,0.0,0.0,Guehi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,100,74230,0,0,0,0,2,2,7.5,7.5,6,Patrick,7.5,123,False,,2019-12-26T17:00:15.621945Z,55,74230.jpg,4.0,van Aanholt,5.3,False,,a,7,31,87,872427,4183,1009340,471,1.4,15.8,van Aanholt,1892,3,0,7,24,1,0,0,0,0,0,8,404,397.6,387.0,202.0,98.7
75,25,49413,0,0,0,0,1,2,0.2,0.1,0,James,0.2,124,False,Hamstring injury - 75% chance of playing,2020-02-08T14:30:24.788925Z,50,49413.jpg,2.7,Tomkins,0.3,False,,d,7,31,48,87389,0,73850,252,0.0,9.6,Tomkins,1582,1,1,3,23,0,0,0,5,0,0,4,260,384.0,27.7,121.0,53.3
100,100,40784,0,0,0,0,0,2,0.0,0.0,0,Mamadou,0.0,125,False,,2020-01-02T14:30:15.443594Z,50,40784.jpg,0.9,Sakho,0.1,False,,a,7,31,7,4781,14,8844,6,0.0,1.4,Sakho,465,0,0,0,8,0,0,0,0,1,0,0,69,86.0,13.2,6.0,10.6
100,100,55494,0,0,-2,2,0,2,5.2,5.2,6,Joel,5.2,126,False,,2019-11-23T18:00:20.336284Z,43,55494.jpg,3.1,Ward,1.3,False,,a,7,31,62,306503,1048,277604,128,1.2,14.4,Ward,1570,0,1,6,18,0,0,0,3,0,0,7,282,267.6,86.9,32.0,38.7
100,100,19188,0,0,-2,2,1,2,5.5,5.5,8,Scott,5.5,127,False,,2019-12-20T13:30:13.414607Z,43,19188.jpg,4.1,Dann,0.2,False,,a,7,31,37,12380,595,21353,30,1.3,8.6,Dann,634,0,1,4,3,0,0,0,0,0,0,3,154,152.4,31.5,96.0,28.0
100,100,58786,0,0,2,-2,0,2,0.0,0.0,0,Martin,0.0,128,False,,2020-02-07T13:30:18.972529Z,42,58786.jpg,3.4,Kelly,20.2,False,,a,7,31,64,1866142,626,2010501,6231,0.0,15.2,Kelly,1547,0,1,6,16,0,0,0,0,0,0,4,288,305.4,96.5,15.0,41.7
100,100,54861,0,0,-3,3,0,4,3.5,3.5,1,Christian,3.5,129,False,,2019-12-26T17:00:15.649503Z,57,54861.jpg,1.6,Benteke,0.6,False,,a,7,31,33,39032,125,80242,154,0.6,5.8,Benteke,916,1,1,4,11,0,0,0,4,0,0,1,106,181.6,221.2,455.0,85.7
0,0,59125,0,0,-1,1,0,4,0.0,0.0,0,Connor,0.0,130,False,Joined Sheffield Wednesday on loan until the end of the season on 31/1. - Expected back 01 Jul,2020-01-31T23:00:19.843392Z,44,59125.jpg,2.5,Wickham,1.9,False,,n,7,31,15,269271,4,486880,168,0.0,3.4,Wickham,90,1,1,0,2,0,0,0,0,0,0,2,48,59.8,34.5,64.0,15.8
100,100,40836,0,0,1,-1,3,1,7.2,7.2,10,Vicente,7.2,131,False,,2019-10-20T11:30:19.312033Z,51,40836.jpg,4.3,Guaita,2.1,False,,a,7,31,116,342419,1321,254165,213,1.4,22.7,Guaita,2430,0,0,9,28,1,0,0,1,0,89,16,522,669.4,0.0,0.0,66.8
,,20066,0,0,-3,3,0,1,0.0,0.0,0,Wayne,0.0,132,False,,,42,20066.jpg,3.0,Hennessey,0.6,False,,a,7,31,6,18944,35,53436,69,0.0,1.4,Hennessey,180,0,0,0,4,0,0,0,0,0,13,0,42,87.4,0.0,0.0,8.7
100,100,82403,0,0,-2,2,1,3,3.2,3.2,2,Wilfried,3.2,133,False,,2020-01-06T01:00:17.820409Z,68,82403.jpg,3.3,Zaha,9.6,False,,a,7,31,95,1136305,1322,1716882,2911,0.5,14.0,Zaha,2545,3,5,8,32,0,0,0,4,0,0,4,267,465.0,453.5,830.0,175.1
100,100,66975,0,0,-3,3,1,3,0.8,0.8,1,Luka,0.8,134,False,,2020-02-22T17:30:19.523436Z,67,66975.jpg,2.7,Milivojevic,1.9,False,,a,7,31,62,62400,45,447787,105,0.1,9.3,Milivojevic,1985,2,1,6,26,0,0,0,9,0,0,7,300,361.6,437.7,151.0,95.0
100,100,60252,0,0,-4,4,0,3,0.0,0.0,0,Andros,0.0,135,False,,2019-12-16T20:00:21.552659Z,56,60252.jpg,2.3,Townsend,0.9,False,,a,7,31,34,49610,24,220975,58,0.0,6.1,Townsend,791,1,1,3,12,0,0,0,0,0,0,0,141,167.8,132.8,70.0,37.1
100,100,141020,0,0,-3,3,0,3,0.2,0.2,0,Max,0.2,136,False,,2020-01-11T20:30:19.086626Z,52,141020.jpg,1.4,Meyer,0.1,False,,a,7,31,18,4421,10,11282,11,0.0,3.5,Meyer,541,0,0,1,7,0,0,0,1,0,0,0,43,49.8,27.4,94.0,16.9
100,100,86417,0,0,-1,1,1,3,0.0,0.0,0,Jeffrey,0.0,137,False,,2019-12-07T20:00:14.825615Z,54,86417.jpg,2.9,Schlupp,0.1,False,,a,7,31,40,20098,4,26230,7,0.0,7.4,Schlupp,856,2,1,4,12,0,0,0,2,0,0,3,121,198.0,95.3,233.0,52.7
100,100,50471,0,0,-3,3,0,3,3.2,3.2,6,James,3.2,138,False,,2019-11-03T16:30:17.881657Z,52,50471.jpg,2.7,McArthur,0.6,False,,a,7,31,75,42868,358,118503,60,0.6,14.4,McArthur,2426,0,4,10,25,0,0,0,5,0,0,2,344,492.2,345.3,341.0,118.0
100,100,55037,0,0,-1,1,0,3,2.2,2.2,2,Cheikhou,2.2,139,False,,2020-02-22T21:30:18.688171Z,49,55037.jpg,2.7,Kouyaté,0.2,False,,a,7,31,72,30755,107,29180,76,0.4,14.7,Kouyaté,1983,1,2,9,23,0,0,0,2,0,0,4,238,299.8,154.1,267.0,71.8
,,221275,0,0,-2,2,0,3,0.0,0.0,0,Luke,0.0,140,False,,,43,221275.jpg,0.0,Dreher,0.1,False,,a,7,31,0,12156,11,11002,25,0.0,0.0,Dreher,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,66838,0,0,-3,3,0,4,0.0,0.0,0,Cenk,0.5,146,False,Knee injury - Unknown return date,2020-03-04T17:00:25.915570Z,57,66838.jpg,2.4,Tosun,0.1,False,,i,7,31,24,27559,1,34549,133,0.1,4.2,Tosun,462,2,0,2,6,0,0,0,0,0,0,1,86,89.0,63.4,229.0,37.7
100,100,50472,0,0,-2,2,0,3,1.8,1.8,3,James,1.8,157,False,,2020-03-01T19:30:23.056417Z,43,50472.jpg,1.3,McCarthy,0.8,False,,a,7,31,31,76344,566,72337,218,0.4,7.2,McCarthy,1170,0,0,2,16,0,0,0,6,0,0,0,151,200.6,191.1,61.0,45.4
,,80146,0,0,1,-1,1,4,5.0,5.0,6,Jordan,5.0,468,False,,,51,80146.jpg,3.9,Ayew,8.4,False,,a,7,31,108,1513879,8989,1185196,1152,1.0,21.2,Ayew,2382,8,2,11,27,0,0,0,5,0,0,19,366,478.4,314.1,718.0,150.7
100,100,19419,0,0,-1,1,0,2,4.8,4.8,6,Gary,4.8,503,False,,2019-12-16T20:00:22.203812Z,44,19419.jpg,3.0,Cahill,1.4,False,,a,7,31,59,135142,711,185124,131,1.1,13.4,Cahill,1800,0,1,6,26,0,0,0,1,0,0,3,331,394.4,38.5,271.0,70.7
0,0,175946,0,0,-5,5,0,3,0.0,0.0,0,Víctor,0.0,510,False,Loan deal ended on 13/1,2020-01-06T01:00:18.633384Z,45,175946.jpg,1.0,Camarasa,0.1,False,,u,7,31,1,4819,0,49376,20,0.0,0.2,Camarasa,5,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.1,0.0,0.0
100,100,173954,0,0,0,0,0,3,0.5,0.5,0,Jairo,0.5,539,False,,2020-01-05T22:00:20.857953Z,45,173954.jpg,1.5,Riedewald,0.0,False,,a,7,31,15,2438,9,1748,13,0.1,3.3,Riedewald,608,0,0,0,7,0,0,0,0,0,0,0,89,93.2,38.4,25.0,15.7
,,42525,0,0,0,0,0,1,0.0,0.0,0,Stephen,0.0,556,False,,,40,42525.jpg,0.0,Henderson,0.4,False,,a,7,31,0,42342,67,19100,175,0.0,0.0,Henderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,221272,0,0,0,0,0,2,0.0,0.0,0,Sam,0.0,578,False,Joined Hamilton on loan until the end of the season on 24/1. - Expected back 01 Jul,2020-01-24T15:00:18.535146Z,40,221272.jpg,0.0,Woods,0.0,False,,n,7,31,0,4250,4,3561,26,0.0,0.0,Woods,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,244723,0,0,0,0,0,2,0.0,0.0,0,Tyrick,0.0,579,False,,,40,244723.jpg,0.0,Mitchell,0.0,False,,a,7,31,0,2186,29,1390,32,0.0,0.0,Mitchell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,466955,0,0,0,0,0,3,0.0,0.0,0,Brandon,0.0,580,False,,,45,466955.jpg,1.0,Pierrick,0.0,False,,a,7,31,1,301,6,200,2,0.0,0.2,Pierrick,7,0,0,0,0,0,0,0,0,0,0,0,5,4.4,21.0,2.0,2.7
0,0,432705,0,0,0,0,0,4,0.0,0.0,0,James,0.0,581,False,Joined Bristol Rovers on a permanent deal on 31/1,2020-01-31T20:30:19.305077Z,45,432705.jpg,0.0,Daly,0.0,False,,u,7,31,0,1041,1,984,3,0.0,0.0,Daly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,209043,0,0,0,0,0,3,0.0,0.0,0,Nya,0.0,588,False,,,45,209043.jpg,0.0,Kirby,0.0,False,,a,7,31,0,214,1,133,1,0.0,0.0,Kirby,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,234720,0,0,0,0,0,3,0.0,0.0,0,Giovanni,0.0,608,False,Joined Dartford on loan until the end of the season on 31/1. - Expected back 01 Jul,2020-01-31T20:30:19.355699Z,45,234720.jpg,0.0,McGregor,0.0,False,,n,7,31,0,322,1,245,1,0.0,0.0,McGregor,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,100,153133,0,0,-4,4,0,3,-0.8,-0.3,0,Alex,0.2,17,False,,2019-12-21T14:30:20.051028Z,56,153133.jpg,2.1,Iwobi,0.9,False,,a,8,11,38,134301,28,240183,45,0.0,6.8,Iwobi,1162,1,0,1,26,0,0,0,0,0,0,2,168,186.6,279.9,293.0,76.0
100,100,101188,0,0,-3,3,3,2,-0.5,0.0,0,Lucas,0.5,141,False,,2020-02-23T19:00:12.788850Z,57,101188.jpg,3.2,Digne,11.1,False,,a,8,11,83,1244837,517,2128971,1783,0.1,14.6,Digne,2241,0,5,6,40,1,0,0,2,0,0,12,474,517.2,881.5,229.0,162.9
100,100,164511,0,0,-2,2,1,2,0.5,1.0,0,Yerry,1.5,142,False,,2020-01-17T10:30:19.738533Z,53,164511.jpg,2.9,Mina,2.3,False,,a,8,11,73,419880,211,430581,704,0.3,13.8,Mina,2085,2,1,5,36,1,0,0,3,0,0,8,380,486.0,76.4,405.0,96.7
100,100,106611,0,0,-3,3,0,2,0.0,0.5,0,Michael,1.0,143,False,,2020-01-20T14:00:12.624966Z,52,106611.jpg,2.5,Keane,1.9,False,,a,8,11,55,149318,56,240337,126,0.2,10.6,Keane,1746,1,0,4,32,0,0,0,0,0,0,3,307,363.2,45.0,154.0,56.3
0,0,59949,0,0,-2,2,0,2,0.0,0.0,0,Seamus,0.8,144,False,Thigh injury - Expected back 06 Apr,2020-03-01T17:30:18.538038Z,53,59949.jpg,1.9,Coleman,1.1,False,,i,8,11,34,114817,0,267085,216,0.2,6.4,Coleman,1189,0,1,3,20,0,0,0,3,1,0,2,207,215.4,126.5,132.0,47.5
100,100,12745,0,0,-1,1,0,2,-0.2,0.3,0,Leighton,0.8,145,False,,2019-07-30T15:00:09.168977Z,49,12745.jpg,2.2,Baines,0.2,False,,a,8,11,11,13735,36,16073,38,0.2,2.2,Baines,332,0,1,0,6,0,0,0,0,0,0,0,75,73.8,97.5,5.0,17.7
,,177815,0,0,4,-4,2,4,5.5,6.0,2,Dominic,6.5,147,False,,,64,177815.jpg,4.1,Calvert-Lewin,16.2,False,,a,8,11,111,1693973,14209,640165,5257,1.0,17.3,Calvert-Lewin,1904,13,1,5,35,0,0,0,7,0,0,15,377,529.0,209.9,1005.0,173.8
,,111234,0,0,-2,2,1,1,1.0,1.5,2,Jordan,2.0,148,False,,,53,111234.jpg,2.9,Pickford,6.5,False,,a,8,11,84,480789,293,717642,910,0.4,15.8,Pickford,2610,0,0,6,46,0,0,0,1,0,75,3,473,546.2,3.0,0.0,54.7
,,10318,0,0,0,0,0,1,-1.0,-0.5,0,Maarten,0.0,149,False,,,40,10318.jpg,0.0,Stekelenburg,7.1,False,,a,8,11,0,196742,26,262087,509,0.0,0.0,Stekelenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,100,212319,0,0,3,-3,2,3,4.8,5.3,2,Richarlison,5.8,150,True,,2020-01-17T14:00:19.894274Z,83,212319.jpg,4.9,de Andrade,12.6,False,,a,8,11,133,2095602,7013,1846904,6853,0.7,16.0,Richarlison,2352,10,5,6,42,0,0,0,5,0,0,13,428,679.2,426.5,996.0,210.4
100,100,55422,0,0,-7,7,0,3,0.8,1.3,2,Gylfi,1.8,151,False,,2020-01-17T14:00:19.905907Z,73,55422.jpg,2.7,Sigurdsson,2.4,False,,a,8,11,69,142350,147,823880,209,0.2,9.5,Sigurdsson,1992,1,3,5,37,0,0,0,3,0,0,4,302,332.2,675.9,407.0,141.5
100,100,100649,0,0,-1,1,2,3,1.8,2.3,1,Bernard,2.8,152,False,,2020-01-01T17:30:18.170946Z,64,100649.jpg,3.2,Anício Caldeira Duarte,0.7,False,,a,8,11,60,200409,97,216426,173,0.4,9.4,Bernard,1016,3,2,7,10,0,0,0,2,0,0,6,197,267.2,283.8,218.0,76.7
100,100,20467,0,0,-3,3,0,3,0.8,1.3,1,Theo,1.8,153,False,,2020-02-08T14:30:24.871274Z,62,20467.jpg,2.3,Walcott,0.4,False,,a,8,11,49,23951,48,60290,54,0.3,7.9,Walcott,1058,1,3,3,14,0,0,0,1,0,0,1,133,149.0,213.0,449.0,81.3
,,173807,0,0,-2,2,1,3,-0.2,0.3,1,Tom,0.8,154,False,,,53,173807.jpg,2.0,Davies,0.1,False,,a,8,11,42,14643,22,17910,17,0.2,7.9,Davies,1365,1,1,3,26,0,0,0,7,0,0,3,160,189.6,94.3,219.0,50.5
0,0,219352,0,0,0,0,0,3,0.0,0.0,0,Ademola,0.0,155,False,Joined RB Leipzig on a permanent deal on 25/7,2019-07-25T09:00:14.381716Z,50,219352.jpg,0.0,Lookman,0.0,False,,u,8,11,0,232,0,626,1,0.0,0.0,Lookman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,80801,0,0,0,0,0,3,0.0,0.0,0,Idrissa,0.0,156,False,Joined PSG on a permanent deal on 30/7,2019-07-30T09:00:05.841634Z,50,80801.jpg,0.0,Gueye,0.0,False,,u,8,11,0,484,1,2164,0,0.0,0.0,Gueye,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,42774,0,0,-1,1,0,3,0.0,0.0,0,Morgan,0.5,158,False,Knee injury - Unknown return date,2020-02-28T16:30:25.542559Z,44,42774.jpg,1.2,Schneiderlin,0.6,False,,i,8,11,18,38917,1,85153,149,0.1,4.1,Schneiderlin,998,0,0,1,20,0,0,0,4,1,0,0,132,143.2,78.5,32.0,25.5
100,100,41823,0,0,-2,2,0,2,-0.8,-0.3,0,Fabian,0.2,205,False,,2020-02-01T17:30:19.305790Z,53,41823.jpg,1.5,Delph,0.2,False,,a,8,11,24,13582,32,30821,18,0.0,4.5,Delph,1187,0,0,2,24,0,0,0,3,1,0,2,202,183.0,146.7,24.0,35.4
100,100,120250,0,0,-3,3,0,3,-0.2,0.3,1,André Filipe,0.8,422,False,,2019-11-03T18:30:18.626117Z,52,120250.jpg,1.5,Tavares Gomes,0.3,False,,a,8,11,16,14355,83,70029,36,0.2,3.1,André Gomes,786,0,0,2,13,0,0,0,5,0,0,0,93,63.6,96.9,25.0,18.6
0,0,232964,0,0,-2,2,0,2,0.0,0.0,0,Lewis,0.0,477,False,Joined Fleetwood Town on loan until the end of the season on 31/1. - Expected back 01 Jul,2020-01-31T10:30:16.201935Z,43,232964.jpg,0.0,Gibson,0.1,False,,n,8,11,0,4637,1,11391,21,0.0,0.0,Gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,194164,0,0,-1,1,0,2,-0.2,0.3,-1,Mason,0.8,478,False,,,44,194164.jpg,2.5,Holgate,2.1,False,,a,8,11,55,266899,230,134233,1794,0.2,12.5,Holgate,1732,0,4,3,32,0,0,0,4,0,0,5,343,373.6,51.6,150.0,57.7
0,0,57513,0,0,-2,2,0,1,0.0,0.0,0,Jonas,0.0,479,False,Joined Huddersfield Town on loan until the end of the season on 31/1. - Expected back 01 Jul,2020-01-31T22:30:14.186781Z,43,57513.jpg,0.0,Lössl,0.2,False,,n,8,11,0,2333,1,30117,34,0.0,0.0,Lössl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,242058,0,0,-6,6,0,4,-0.2,0.3,1,Moise,0.8,496,False,,,64,242058.jpg,1.8,Kean,1.4,False,,a,8,11,40,87425,43,452725,134,0.1,6.2,Kean,670,1,2,1,12,0,0,0,0,0,0,3,95,99.0,99.2,318.0,51.0
0,0,160987,0,0,-2,2,0,3,0.0,0.0,0,Jean-Philippe,0.0,497,False,Thigh injury - Expected back 04 Apr,2019-08-23T21:30:13.493993Z,48,160987.jpg,2.0,Gbamin,0.0,False,,i,8,11,4,2778,0,7198,1,0.0,0.8,Gbamin,135,0,0,1,0,0,0,0,0,0,0,0,14,20.0,6.3,0.0,2.6
100,100,102747,0,0,-4,4,1,2,0.0,0.5,0,Djibril,1.0,511,False,,2019-12-15T14:00:21.169468Z,51,102747.jpg,3.0,Sidibé,1.1,False,,a,8,11,64,236406,111,192978,878,0.2,12.5,Sidibé,1638,0,4,4,29,0,0,0,3,0,0,9,343,403.2,300.0,111.0,81.3
100,100,195855,0,0,0,0,0,3,-1.0,-0.5,0,Beni,0.0,557,False,,2019-11-29T16:00:27.549912Z,45,195855.jpg,0.0,Baningime,0.0,False,,a,8,11,0,810,6,662,1,0.0,0.0,Baningime,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,232826,0,0,0,0,0,4,-0.8,-0.3,1,Anthony,0.2,561,False,,,45,232826.jpg,1.0,Gordon,0.0,False,,a,8,11,2,3603,27,2903,35,0.0,0.4,Gordon,59,0,0,0,0,0,0,0,0,0,0,0,7,0.0,7.4,14.0,2.0
,,113688,0,0,0,0,0,4,-1.0,-0.5,0,Oumar,0.0,570,False,,,45,113688.jpg,1.0,Niasse,0.0,False,,a,8,11,3,3676,26,2363,19,0.0,0.7,Niasse,19,0,0,0,2,0,0,0,0,0,0,0,1,7.0,1.8,0.0,0.9
,,56192,0,0,0,0,0,2,-1.0,-0.5,0,Rhu-endly,0.0,577,False,,,40,56192.jpg,0.0,Martina,0.0,False,,a,8,11,0,2666,25,1619,29,0.0,0.0,Cuco Martina,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,222627,0,0,0,0,0,1,-1.0,-0.5,0,João Manuel,0.0,629,False,,,40,222627.jpg,0.0,Neves Virgínia,0.0,False,,a,8,11,0,108,12,28,4,0.0,0.0,Virgínia,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
,,111931,0,0,3,-3,3,2,3.0,3.5,0,Ricardo Domingos,2.5,159,False,,,63,111931.jpg,4.3,Barbosa Pereira,13.8,False,,a,9,13,117,1576601,2733,1074535,2905,0.4,18.6,Pereira,2430,3,2,9,27,0,0,0,1,0,0,11,542,724.0,414.2,235.0,137.3
75,75,172850,0,0,1,-1,1,2,2.0,2.4,0,Benjamin,2.2,161,False,Hamstring injury - 75% chance of playing,2020-03-06T15:00:21.670859Z,56,172850.jpg,4.1,Chilwell,8.7,False,,d,9,13,94,1232935,134,1025993,6425,0.4,16.8,Chilwell,2059,2,3,8,23,0,0,0,2,0,0,3,428,455.2,443.9,167.0,106.7
100,100,37642,0,0,2,-2,3,2,3.7,4.2,0,Jonny,3.2,162,False,,2019-11-23T17:00:22.413179Z,52,37642.jpg,3.7,Evans,6.4,False,,a,9,13,103,771339,1387,421161,1494,0.6,19.8,Evans,2484,1,2,9,28,0,0,0,4,0,0,10,551,607.2,69.5,267.0,94.5
